,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2377,2438. Angkor Wat avoid crowd Private bike tour,Full-day Tours,,,6+ hours,111.8,"Standard mountain bicycle and helmet., English speaking tour guide with license., Cold bottles of Water, Fruit Snack., Gratuity is recommended, Entry/Admission - Angkor Archaeological Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2378,2439. Banteay srey temple. Bengmealea temple. Koker temples group tours,Bus Tours,,,1 day,190,"Air-conditioned vehicle, English Speaking Guide (1Day Tour)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2379,2440. SIEM REAP E-BIKE HALF-DAY COUNTRYSIDE (25-30 km),Day Trips,,,5 hours,44.88,"English Speaking tour guide, Hotel pickup and drop off, Modern E-Bike, high quality, fully charge and maintain with helmet, Snack and refreshments","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2380,2441.  Countryside and Silk Farm Tour by Tuk Tuk,Bus Tours,,,4 hours,39.38,"Air-conditioned vehicle, Cool water and towels, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2381,2442. Bird Watching at Tonle Sap’s Inundated Forest,Bus Tours,,,6+ hours,279.5,"All taxes, fees and handling charges, A full-day tour with a professional English-speaking guide, Transportation by air-conditioned vehicle with professional driver, Boat ride over the Tonle Sap Lake, All entrance fees for visits as mentioned in the description, Lunch at a local home is included (food only), Entry/Admission - Prek Toal Bird Sanctuary","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2382,2443. 7hr- Temples of Angkor Small Group-Join-in Tour (by Join-In luxury MiniBus),Full-day Tours,,,5–6 hours,25,"Experienced and licensed English speaking tour guide, Bottled water & cool towel, Hotel pickup (4:20am to 4:50am), Hotel Drop off (12:30pm)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2383,2444. Bike Tour to Visit Angkor Wat including Lunch,Full-day Tours,,,7–8 hours,65,"Professional English tour guide, Use of bicycle and safety equipment, 1 Lunch & Drinks on your own account, Bottled water, Snacks, All local applicable taxes, Entry/Admission - Angkor Wat, Entry/Admission - Bayon Temple, Entry/Admission - Srah Srang, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2384,2445. Cambodian Private Cooking Class at a Local's Home,Cooking Classes,,,3 hours,25,"3 course meal that you have prepared, Extra on a visits local market with local guide, Experienced local host/guide, Lunch, Hotel pickup and drop off by tuk tuk ( Romork ), Ingredients for your dishes, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2385,2446. Sihanoukville Intercity,6+ hours,,,6+ hours,300,"Drop-off at Sihanoukville hotel or Sihanoukville airport, Bottled water & Cold Towels, Hotel pick-up, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2386,2447. Phnom Penh Genocide Museum (S21) Private Guided Half Day Tour,Bus Tours,,,4 hours,79,"Private transportation, Private Guide, Entrance Fee’s, Coffee and/or Tea, Bottled water, Offering for Cleansing Ceremony, Entry/Admission - The Olympic Stadium, Entry/Admission - Russian Market, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2387,2448. Explore Angkor Wat Sunrise Private Tour,Full-day Tours,,,6+ hours,46.16,"Cold water/ cold towel, English speaking tourguide, Air Conditioner car, Coconut water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2388,2449. Private Taxi tour: Explore Angkor Temples with Sunrise,Full-day Tours,,,7–8 hours,27,"Vaccinated Experienced English Speaking Driver with license, Private Vehicle With Air-conditioned, Free Cool Water & Cool Towels During Tour, Parkings, Toll & Petrol","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2389,2450. Siem Reap Highlight 4 Nights 5 Days Package,Bus Tours,,,3+ days,374.36,"4 nights accommodation as selected with daily breakfast, Transportation in private air-conditioned vehicles, 2 times lunch on Day2 and Day3, Angkor 1 day pass, English speaking guide during tour, Cold drink water on tour, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Angkor Wat, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Wat Thmey (Killing Fields), Entry/Admission - Beng Mealea","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2390,2451. Fabulous Sunrise Small Group of Angkor Wat Private Tour,Bus Tours,1,5,8–9 minutes,115,"Airconditioned vehecle with insurance, Full day experienced tour guide, Unlimited water bottle and wet towel, Hotel pick up and drop off provision","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2391,2452. Private Two Day Tour included Tonle Sap Lake,Bus Tours,,,2 days,221.54,"Private English Speaking Tour Guide, Private Transportation, Pure Drinking Water, hotel pick up & drop off, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Wat, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2392,2453.  Phnom Kulen Adventure with Champagne Picnic,Full-day Tours,,,8–9 hours,90.11,"Air-conditioned vehicle, Boat rental, Cool water and towels, Entrance to the floating village, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2393,2454. 2 Days Private Tours From Sunrise Angkor Wat And Sunset Tonle Sap Lake,Bus Tours,,,2 days,240,"Private air-conditioning car/SUV/minivan, Professional tour guide in history and photography guide, Toll roads, parking lots, gasoline, Chilled waters and wipes","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2394,2455. Discover Angkor Wat Full Day -Small Group,Full-day Tours,,,6+ hours,22,"English Speaking Tour Guide, Hotel Pick up and Drop Off, Air-condition Vehicle, Bottle Of Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2395,2456. Private Taxi Transfer From Phnom Penh - Battambang City,5–6 minutes,,,5–6 minutes,65.47,"Experienced English speaking driver, Air-conditioning vehicle ( SUV car/ Minivan), Free miniral water during the journey, Petrol, parkling fees and toll.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2396,2457. Transport (Poipet Border to Pattaya Hotel),4 hours,,,4 hours,300,"Air-conditioned vehicle, Private transportation","Asia, Cambodia, Banteay Meanchey Province, Poipet, Things to Do in Poipet, Poipet Tours, Tours and Tickets"
2397,"2458. Sidetrack, Sidecars",Rentals,,,4–8 hours,110,"• Safety briefing • Pick up/Drop off from your Hotel • CHANG JIANG 750 motorcycle and sidecar • Helmet • Local experienced drivers • Fuel, other","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2398,2459. Circus Workshop and Show,Art Classes,,,4 hours,70.77,"Circus Workshop, Circus Performance Ticket, Dinner, Return transfer by Remork (Tuk Tuk) from/to your hotel in town","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2399,2460. Private 4 Day Adventure To Temples included with Tonle Sap Lake,Bus Tours,,,3+ days,187.7,"Private Transportation, Private Tour Guide, Pure Drinking Water, hotel pick up & drop off, Entry/Admission - Prasat Prei Monti, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Srei, Entry/Admission - Banteay Samre, Entry/Admission - Neak Pean, Entry/Admission - Preah Khan, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Prohm Temple, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2400,2461. 5 Days Cambodian Civilization Discovery,Multi-day Tours,,,3+ days,558,"Transportation in private air-conditioned vehicles, Lunch, Lunch, Dinner, Angkor Park 3 Days Pass, English speaking guide, Entry/Admission - Angkor National Museum, Entry/Admission - Bakong, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Siem Reap, Entry/Admission - Phnom Kulen National Park, Entry/Admission - Banteay Srei, Entry/Admission - Banteay Samre, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2401,2462. Full Day Angkor Wat with Sunset by Tuk Tuk,Full-day Tours,,,6+ hours,38,"Licensed and Experienced English Speaking Tour Guide, Travel by tuk-tuk (motorised trolley), Mineral Water, Hotel pickup and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2402,"2463. The Ultimate Day in Phnom Penh SMALL GROUP TOUR including, deluxe lunch",Bus Tours,,,6 hours,88.21,"Air-conditioned vehicle, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Enjoy our Lunch at Friends Restaurant is famous not only in Phnom Penh but across the world. This vibrant and colourful training restaurant has become a must-visit place., Bottles of mineral water per person while sightseeing and transfers, Included admission fee to visit the royal palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Tuo l Sleng Genocide Museum $5.00 person, Entry/Admission - Royal Palace, Entry/Admission - National Museum of Cambodia, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Friends 'n' Stuff","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2403,2464. A Zipline View of Angkor’s Magnificence,4–5 hours,,,4–5 hours,124,"A half-day tour with a professional English-speaking assistance (no guide) at the zip-line park, Transportation by air-conditioned vehicle with professional driver., Use of a well-maintained zip-line and abseiling equipment during the tour, complete with helmet, All entrance fees for visits as mentioned in the description., All applicable taxes and service charges, 3rd party accident insurance","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2404,2465. 1 Day - Sambor Prey Kuk from Siem Reap,Bus Tours,,,5–7 hours,250,"All local applicable taxes, English Speaking Guide, Experienced & safe driver, Free cool & cool towels during touring, Entry/Admission - Sambor Prei Kuk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2405,2466. Bike Ride In Siem Reap Countryside,Bike Tours,,,4 hours,49,"Pick up and Drop off, Bicycle with Helmet, Bottled water, Local snacks and fruits","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2406,2467. Private Kompong Floating Village Sunset By War Jeep,Full-day Tours,,,6+ hours,64.62,"English speaking tour guide, War Jeep and licensed driver, Cold water and Cold towels, gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2407,2468. Full-Day Countryside Cycling Tour from Siem Reap,Bike Tours,,,5–6 minutes,102.57,"Bicycle Hire, English Speaking Tour Guide, Transport","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2408,2469. Phnom Kulen National Park Jeep Tour 1 day,Full-day Tours,,,6+ hours,109.75,"All land transportation by US Army Jeep, ENGLISH speaking guide, All Fees and Taxes, Entrance Fee for National Park, Mineral water and cold tissues on tour, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2409,2470.  2-Day Journey in Siem Reap and Kampong Thom,Bus Tours,,,2 days,285.35,"Pick up & drop off from / at your hotel, Experienced English speaking guide, Air-conditioned vehicle, Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2410,2471. Private Car or Van transfer Siem Reap or Phnom Penh Destination,Walking Tours,,,6 hours,70,"Private transportation, Bottled water, Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2411,2472. 1 Day- Angkor Wat Small Circuit Tour & English Tour Guide,Full-day Tours,,,7–8 hours,15,"Professional English Speaking Tour Guide, All local applicable taxes, Free cool & cool towels during touring, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2412,2473. Full-Day Angkor Wat Sunrise Private Tour with Guide,Adventure Tours,,,5–6 hours,15,"Professional English Speaking Guide, Hotel pickup/drop-off, Cold Water & Cold Towel on Trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2413,2474. Siem Reap Airport Transfers,20–30 minutes,2,1,20–30 minutes,17.4,"A friendly driver, Air Conditioner vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2414,2475. Kulen Elephant Safari,Full-day Tours,,,6+ hours,120,"Transportation by Mini Van pickup and drop off from office, Local English Speaking Guide, Cool Water, Local Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2415,"2476. Adventure Tour to Beng Mealea , Koh Ker temple and Peah Vihear Temple",Full-day Tours,,,10–11 hours,150,"Driver English Speaking guide, Bottled water on tour, Air-conditioned vehicle, Professional English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2416,2477.  Angkor Wat Sunrise Small Tours -Join-in Small Group,Bus Tours,,,5–6 hours,20,"Transportation at your choice TukTuk/Car/Minivan, Cold water & local snack during tour, Professional English speaking guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2417,2478. 3 Hours Dessert Cooking Activity in Cambodia,Cooking Classes,,,3 hours,32,3 delicious desserts made by yourself!,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2418,2479. Sunrise Small Circle Tour of Angkor Wat,Full-day Tours,,,7–8 hours,30,"Experienced and licensed English speaking tour guide, Bottled water & cool towel, Hotel pickup and drop-off, All local applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2419,2480. Siem Reap Guided Day Trip to Local Village and Cooking Class,Cooking Classes,,,4 hours,29,"Experienced local host/chef, Hotel pickup and drop-off by tuk tuk, Ingredients, 4-course meal, Cool bottled of water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2420,2481. Private Angkor Wat 1 day tour with car and Professional English Tour Guide,Bus Tours,,,5–6 hours,48,"Hotel pickup and drop-off, Private tour, Car with A/C, English professional guide, All local applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2421,2482. Half-Day Phnom Penh Food Tour,Tuk Tuk Tours,,,6 hours,60,"Hotel pickup and drop-off, Transfers by tuk-tuk, Private guide, Food and snacks during the tour","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2422,2483. A Gondola Experience at Angkor,Private Sightseeing Tours,2,2.5,1 hour,47.45,"A one-hour gondola tour (afternoon only) with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charge, Entry/Admission - Kongkear Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2423,2484. Kampong Pluk Floating Village,Adventure Tours,1,2,5 hours,21,"Pick up / drop-off at hotel, Transportation by Minibus / Van, Local Live English Speaking guide, Boat ticket and Tax, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2424,2485. Full-Day Tour of Kompong Phluk and Tonle Sap Lake by Boat,Full-day Tours,1,5,6–7 hours,115,"Hotel pickup and drop-off by air-conditioned car, English speaking guides, meals aboard the Queen Tara Riverboat, 2 drinks on board the boat (soft drinks, beers, cocktails, wines or champagne), Tour of the floating fishing villages, Tour of flooded forest and village at Kompong Phluk by row boat(seasonal), All check point fees, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2425,2486. Apsara Dance Performance - Including Buffet Dinner & Hotel Pickup,Theater Shows,,,2 hours,29,"Pick-up and drop-off hotel in Siem Reap, Drinking water and cool towel during trip, Entry/Admission (Amazon Angkor Restaurant), Buffet dinner with Apsara Dancing show, Round trip transfer by tuk tuk, Entry/Admission - King's Road Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2426,2487. Half-Day Phnom Penh Food Adventure,Bus Tours,,,3 hours,58,"Hotel pickup and drop-off, All tastings, Dinner including beer and soft drinks, Local guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2427,2488. Siem Reap Airport Transfer US$8 Only,30 minutes,,,30 minutes,5.34,Transfer from and to airport or hotel only,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2428,2489. Siem Reap: Behind the Scenes City Tour,Private and Luxury,,,3 hours,23.59,"Private transportation, All Fees and Taxes, Community Contributions, Bottled water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2429,2490. Night Market with tuk tuk transport - Apsara Show Dinner & Pubstreet,Adventure Tours,1,1,4 hours,35,"Tuk Tuk for transport, Dinner Apsara Show at local restaurant, Mineral Water, Pickup and from hotel client stay, Dinner, Entry/Admission - Angkor Village Apsara Theatre, Entry/Admission - Angkor Village Apsara Theatre","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2430,2491. Tuol Sleng Museum and Russian Market Half-day Tour,Bus Tours,,,4 hours,53.85,"A half day tour with a professional English-speaking guide., Transportation by car / mini-van / coach with professional driver., All entrance and donation fees for visits as mentioned in the description, All applicable taxes and service charges, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Russian Market","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2431,2492. Bokor Mountain Hill Station Private Tour,Full-day Tours,1,1,6+ hours,65,"All transport, Delicious lunch, Tour guide, Boat trip, Entry/Admission - Bokor Hill Station","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
2432,2493. Angkor Temple Full Day Tour by Join In luxury MiniBus,Adventure Tours,1,1,6–7 hours,25,"Cold Water during tour, Professional English-speaking guide, Transport by luxury air-conditioned mini-bus, Hotel pick-up and drop off (if requested), Pick up from hotel at 7.30 am","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2433,2494. Siem Reap Airport Taxi (Airport - Hotel - Airport),Full-day Tours,,,30–40 minutes,13,"All local taxes, Fuel, Safety and safe experience driver, Cold towel and water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2434,2495. Preah Vihear & Koh Ker Temple,Full-day Tours,1,1,6+ hours,69,"Pick up and Drop off, Private luxury car, Cool drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2435,2496. Phnom Penh Sunset Cruise Including BBQ and Drinks,Sunset Cruises,1,1,2–3 hours,42.83,"Free hotel pickup and drop-off, Sunset cruise, BBQ., Unlimited drinks including beer, wine, spirits, and soft drinks, English-speaking tour guide, Entry/Admission - Mekong River, Entry/Admission - Tonlé Sap River","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2436,2497. Local Livelihood Full Day Bike Tour in Battambang,Full-day Tours,18,5,450–540 minutes,50,"Local guide, Snacks, Water, Hotel pickup, Mountain Bike and Safety Helmet, One drink at Kinyei Cafe, Lunch, Bottled water","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
2437,2498. Private Tour Angkor Wat 3 Days - Banteay Srey (37Km) - Beng Mealea (75Km),Bus Tours,9,5,3 days,334.35,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2438,2499. Full Day Private Tour VIP-A,6+ hours,5,5,6+ hours,101.34,"Air-conditioned vehicle, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2439,2500. Private Tour Angkor Wat 2 Days - Banteay Srey - National Park Phnom Kulen (55Km),Religious Sites,5,5,2 days,271.8,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2440,2501. Private Tour Angkor Wat Two Days - Sunrise - Banteay Srey (37Km) - Beng Mealea (75Km),Bus Tours,3,5,2 days,253.34,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2441,2502. DB Half day Motorcycle Offroad Siem Reap Tour,Adventure Tours,3,5,4–5 hours,147,"Helmet, Motocross Boots, Gloves, Goggles, Jersey, Motocross Pants, Body Roster, Elbow Pads, Knee Pads..., Bottled water, Coffee and/or Tea, Honda XR 250 Electric start, ( CRF, WR & KTM upgrades possible), Fuel for motorbike, Ice Cold beer on arrival back at base!, Normal wear and tear to the Dirt Bike","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2442,2503. Private taxi transfer Siem Reap to Phnom Penh,300–390 minutes,2,5,300–390 minutes,129,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), Gasoline, English speaking driver, Road toll fee","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2443,2504. Sunset Tour-3Days,Luxury Car Tours,3,5,3 days,420,"Temple tickets, Floating ticket, Angkor National ticket, Transportation : pick up-drop off at accommodation with tuk tuk or car, Certified Speaking tour guide ( English & other language), Lunch & soft drink, Water unlimited & refreshment towel, Pick-up & Drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2444,2505. Full Day Great Temples- Private Tour,Bus Tours,3,5,6+ hours,45,"Experienced and licensed English Speaking Tour Guide, Pickup and drop off from hotel in Siem Reap City, Air-con Vehicle, Mineral Water, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2445,2506. Private Tour Angkor Wat One Day - Banteay Srey (37Km),Full-day Tours,3,5,8–10 hours,121.03,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, English speaking tour guide, Mineral drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2446,2507. Private Tour Angkor Wat 3 Days - Banteay Srey - National Park Phnom Kulen (55Km),Bus Tours,3,5,3 days,344.62,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2447,2508. Bangkok to Angkor Wat 2 Days 1 Night tour go by Flight and Take car back,Bus Tours,2,5,2 days,321,"Pick up from Siem Reap Airport and transfer you back to Bangkok by overland, Private transfer by air-condition vehicle, 1 night accommodation at standard hotel with breakfast, Licensed tour guide, Temple ticket, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Siem Reap, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2448,"2509. 2-Days Private Tour Explore Angkor Wat, Beng Mealea Temple and Floating Village",Bus Tours,,,2 days,237.5,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2449,2510. Half-Day Killing Field & Tuol Sleng Genocidal Museum with a local Tuk Tuk Tours,Private and Luxury,1,5,4–5 hours,79,"Cold Bottle Of Water During Your Trip, Private English Speaking Tuk Tuk Driver & Guide, Special Private Tour, All Entrance Fee Are Mentioned, Hotel Pick-Up and Drop-Off","Asia, Cambodia, Kep Province, Kep, Things to Do in Kep, Kep Tours, Tours and Tickets"
2450,2511. Angkor Wat tour from sunrise,Bus Tours,1,5,6 hours,49,"Hotel pick up / Drop off, Licensed tour guide, Air-conditioned vehicle, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2451,2512. Most Amazing Angkor Tour,Full-day Tours,1,5,11–12 hours,97.44,Guided Tour,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
